Ticker,CIK,Form Type,Filing Date,Accession Number,URL
TSLA,0001318605,10-Q,2020-04-30,0001564590-20-019931,https://www.sec.gov/Archives/edgar/data/1318605/000156459020019931/0001564590-20-019931.txt
MSFT,0000789019,10-Q,2020-04-29,0001564590-20-019706,https://www.sec.gov/Archives/edgar/data/789019/000156459020019706/0001564590-20-019706.txt
MA,0001141391,10-Q,2020-04-29,0001141391-20-000091,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000091/0001141391-20-000091.txt
JNJ,0000200406,10-Q,2020-04-29,0000200406-20-000035,https://www.sec.gov/Archives/edgar/data/200406/000020040620000035/0000200406-20-000035.txt
GE,0000040545,10-Q,2020-04-29,0000040545-20-000021,https://www.sec.gov/Archives/edgar/data/40545/000004054520000021/0000040545-20-000021.txt
AMD,0000002488,10-Q,2020-04-29,0000002488-20-000051,https://www.sec.gov/Archives/edgar/data/2488/000000248820000051/0000002488-20-000051.txt
ABT,0000001800,10-Q,2020-04-29,0001104659-20-053384,https://www.sec.gov/Archives/edgar/data/1800/000110465920053384/0001104659-20-053384.txt
IBM,0000051143,10-Q,2020-04-28,0001558370-20-004491,https://www.sec.gov/Archives/edgar/data/51143/000155837020004491/0001558370-20-004491.txt
PM,0001413329,10-Q,2020-04-28,0001413329-20-000032,https://www.sec.gov/Archives/edgar/data/1413329/000141332920000032/0001413329-20-000032.txt
KO,0000021344,10-Q,2020-04-24,0000021344-20-000014,https://www.sec.gov/Archives/edgar/data/21344/000002134420000014/0000021344-20-000014.txt
AXP,0000004962,10-Q,2020-04-24,0000004962-20-000054,https://www.sec.gov/Archives/edgar/data/4962/000000496220000054/0000004962-20-000054.txt
AVGO,0001730168,10-Q,2020-03-13,0001730168-20-000045,https://www.sec.gov/Archives/edgar/data/1730168/000173016820000045/0001730168-20-000045.txt
ORCL,0001341439,10-Q,2020-03-13,0001564590-20-010833,https://www.sec.gov/Archives/edgar/data/1341439/000156459020010833/0001564590-20-010833.txt
COST,0000909832,10-Q,2020-03-12,0000909832-20-000004,https://www.sec.gov/Archives/edgar/data/909832/000090983220000004/0000909832-20-000004.txt
CSCO,0000858877,10-Q,2020-02-18,0000858877-20-000004,https://www.sec.gov/Archives/edgar/data/858877/000085887720000004/0000858877-20-000004.txt
V,0001403161,10-Q,2020-01-31,0001403161-20-000012,https://www.sec.gov/Archives/edgar/data/1403161/000140316120000012/0001403161-20-000012.txt
MSFT,0000789019,10-Q,2020-01-29,0001564590-20-002450,https://www.sec.gov/Archives/edgar/data/789019/000156459020002450/0001564590-20-002450.txt
AAPL,0000320193,10-Q,2020-01-29,0000320193-20-000010,https://www.sec.gov/Archives/edgar/data/320193/000032019320000010/0000320193-20-000010.txt
COST,0000909832,10-Q,2019-12-23,0000909832-19-000033,https://www.sec.gov/Archives/edgar/data/909832/000090983219000033/0000909832-19-000033.txt
ORCL,0001341439,10-Q,2019-12-13,0001564590-19-045966,https://www.sec.gov/Archives/edgar/data/1341439/000156459019045966/0001564590-19-045966.txt
HD,0000354950,10-Q,2019-11-26,0000354950-19-000066,https://www.sec.gov/Archives/edgar/data/354950/000035495019000066/0000354950-19-000066.txt
CSCO,0000858877,10-Q,2019-11-19,0000858877-19-000018,https://www.sec.gov/Archives/edgar/data/858877/000085887719000018/0000858877-19-000018.txt
NVDA,0001045810,10-Q,2019-11-14,0001045810-19-000170,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000170/0001045810-19-000170.txt
CVX,0000093410,10-Q,2019-11-07,0000093410-19-000038,https://www.sec.gov/Archives/edgar/data/93410/000009341019000038/0000093410-19-000038.txt
XOM,0000034088,10-Q,2019-11-06,0000034088-19-000062,https://www.sec.gov/Archives/edgar/data/34088/000003408819000062/0000034088-19-000062.txt
ABBV,0001551152,10-Q,2019-11-06,0001551152-19-000030,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000030/0001551152-19-000030.txt
BRK-B,0001067983,10-Q,2019-11-04,0000950123-19-009995,https://www.sec.gov/Archives/edgar/data/1067983/000095012319009995/0000950123-19-009995.txt
ABT,0000001800,10-Q,2019-10-31,0001104659-19-058323,https://www.sec.gov/Archives/edgar/data/1800/000110465919058323/0001104659-19-058323.txt
GE,0000040545,10-Q,2019-10-30,0000040545-19-000069,https://www.sec.gov/Archives/edgar/data/40545/000004054519000069/0000040545-19-000069.txt
AMD,0000002488,10-Q,2019-10-30,0000002488-19-000159,https://www.sec.gov/Archives/edgar/data/2488/000000248819000159/0000002488-19-000159.txt
TSLA,0001318605,10-Q,2019-10-29,0001564590-19-038256,https://www.sec.gov/Archives/edgar/data/1318605/000156459019038256/0001564590-19-038256.txt
MA,0001141391,10-Q,2019-10-29,0001141391-19-000150,https://www.sec.gov/Archives/edgar/data/1141391/000114139119000150/0001141391-19-000150.txt
IBM,0000051143,10-Q,2019-10-29,0001558370-19-009324,https://www.sec.gov/Archives/edgar/data/51143/000155837019009324/0001558370-19-009324.txt
JNJ,0000200406,10-Q,2019-10-28,0000200406-19-000066,https://www.sec.gov/Archives/edgar/data/200406/000020040619000066/0000200406-19-000066.txt
TMUS,0001283699,10-Q,2019-10-28,0001283699-19-000119,https://www.sec.gov/Archives/edgar/data/1283699/000128369919000119/0001283699-19-000119.txt
AMZN,0001018724,10-Q,2019-10-25,0001018724-19-000089,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000089/0001018724-19-000089.txt
KO,0000021344,10-Q,2019-10-24,0000021344-19-000042,https://www.sec.gov/Archives/edgar/data/21344/000002134419000042/0000021344-19-000042.txt
PM,0001413329,10-Q,2019-10-24,0001413329-19-000071,https://www.sec.gov/Archives/edgar/data/1413329/000141332919000071/0001413329-19-000071.txt
MSFT,0000789019,10-Q,2019-10-23,0001564590-19-037549,https://www.sec.gov/Archives/edgar/data/789019/000156459019037549/0001564590-19-037549.txt
AXP,0000004962,10-Q,2019-10-21,0000004962-19-000086,https://www.sec.gov/Archives/edgar/data/4962/000000496219000086/0000004962-19-000086.txt
AVGO,0001730168,10-Q,2019-09-13,0001730168-19-000118,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000118/0001730168-19-000118.txt
ORCL,0001341439,10-Q,2019-09-13,0001564590-19-034717,https://www.sec.gov/Archives/edgar/data/1341439/000156459019034717/0001564590-19-034717.txt
HD,0000354950,10-Q,2019-08-27,0000354950-19-000057,https://www.sec.gov/Archives/edgar/data/354950/000035495019000057/0000354950-19-000057.txt
NVDA,0001045810,10-Q,2019-08-15,0001045810-19-000144,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000144/0001045810-19-000144.txt
XOM,0000034088,10-Q,2019-08-07,0000034088-19-000042,https://www.sec.gov/Archives/edgar/data/34088/000003408819000042/0000034088-19-000042.txt
CVX,0000093410,10-Q,2019-08-07,0000093410-19-000029,https://www.sec.gov/Archives/edgar/data/93410/000009341019000029/0000093410-19-000029.txt
BRK-B,0001067983,10-Q,2019-08-05,0001564590-19-028491,https://www.sec.gov/Archives/edgar/data/1067983/000156459019028491/0001564590-19-028491.txt
ABBV,0001551152,10-Q,2019-08-05,0001551152-19-000023,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000023/0001551152-19-000023.txt
AAPL,0000320193,10-Q,2019-07-31,0000320193-19-000076,https://www.sec.gov/Archives/edgar/data/320193/000032019319000076/0000320193-19-000076.txt
GE,0000040545,10-Q,2019-07-31,0000040545-19-000053,https://www.sec.gov/Archives/edgar/data/40545/000004054519000053/0000040545-19-000053.txt
AMD,0000002488,10-Q,2019-07-31,0000002488-19-000104,https://www.sec.gov/Archives/edgar/data/2488/000000248819000104/0000002488-19-000104.txt
ABT,0000001800,10-Q,2019-07-31,0001410578-19-000606,https://www.sec.gov/Archives/edgar/data/1800/000141057819000606/0001410578-19-000606.txt
MA,0001141391,10-Q,2019-07-30,0001141391-19-000128,https://www.sec.gov/Archives/edgar/data/1141391/000114139119000128/0001141391-19-000128.txt
IBM,0000051143,10-Q,2019-07-30,0001558370-19-006560,https://www.sec.gov/Archives/edgar/data/51143/000155837019006560/0001558370-19-006560.txt
TSLA,0001318605,10-Q,2019-07-29,0001564590-19-026445,https://www.sec.gov/Archives/edgar/data/1318605/000156459019026445/0001564590-19-026445.txt
JNJ,0000200406,10-Q,2019-07-29,0000200406-19-000053,https://www.sec.gov/Archives/edgar/data/200406/000020040619000053/0000200406-19-000053.txt
AMZN,0001018724,10-Q,2019-07-26,0001018724-19-000071,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000071/0001018724-19-000071.txt
V,0001403161,10-Q,2019-07-26,0001403161-19-000030,https://www.sec.gov/Archives/edgar/data/1403161/000140316119000030/0001403161-19-000030.txt
TMUS,0001283699,10-Q,2019-07-26,0001283699-19-000109,https://www.sec.gov/Archives/edgar/data/1283699/000128369919000109/0001283699-19-000109.txt
KO,0000021344,10-Q,2019-07-25,0000021344-19-000034,https://www.sec.gov/Archives/edgar/data/21344/000002134419000034/0000021344-19-000034.txt
PM,0001413329,10-Q,2019-07-25,0001413329-19-000055,https://www.sec.gov/Archives/edgar/data/1413329/000141332919000055/0001413329-19-000055.txt
AXP,0000004962,10-Q,2019-07-23,0000004962-19-000051,https://www.sec.gov/Archives/edgar/data/4962/000000496219000051/0000004962-19-000051.txt
AVGO,0001730168,10-Q,2019-06-14,0001730168-19-000101,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000101/0001730168-19-000101.txt
COST,0000909832,10-Q,2019-06-06,0000909832-19-000013,https://www.sec.gov/Archives/edgar/data/909832/000090983219000013/0000909832-19-000013.txt
HD,0000354950,10-Q,2019-05-29,0000354950-19-000024,https://www.sec.gov/Archives/edgar/data/354950/000035495019000024/0000354950-19-000024.txt
CSCO,0000858877,10-Q,2019-05-21,0000858877-19-000007,https://www.sec.gov/Archives/edgar/data/858877/000085887719000007/0000858877-19-000007.txt
NVDA,0001045810,10-Q,2019-05-16,0001045810-19-000079,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000079/0001045810-19-000079.txt
BRK-B,0001067983,10-Q,2019-05-06,0001193125-19-137433,https://www.sec.gov/Archives/edgar/data/1067983/000119312519137433/0001193125-19-137433.txt
ABBV,0001551152,10-Q,2019-05-03,0001551152-19-000016,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000016/0001551152-19-000016.txt
XOM,0000034088,10-Q,2019-05-02,0000034088-19-000017,https://www.sec.gov/Archives/edgar/data/34088/000003408819000017/0000034088-19-000017.txt
CVX,0000093410,10-Q,2019-05-02,0000093410-19-000014,https://www.sec.gov/Archives/edgar/data/93410/000009341019000014/0000093410-19-000014.txt
AAPL,0000320193,10-Q,2019-05-01,0000320193-19-000066,https://www.sec.gov/Archives/edgar/data/320193/000032019319000066/0000320193-19-000066.txt
JNJ,0000200406,10-Q,2019-05-01,0000200406-19-000033,https://www.sec.gov/Archives/edgar/data/200406/000020040619000033/0000200406-19-000033.txt
AMD,0000002488,10-Q,2019-05-01,0000002488-19-000045,https://www.sec.gov/Archives/edgar/data/2488/000000248819000045/0000002488-19-000045.txt
ABT,0000001800,10-Q,2019-05-01,0001104659-19-026018,https://www.sec.gov/Archives/edgar/data/1800/000110465919026018/0001104659-19-026018.txt
MA,0001141391,10-Q,2019-04-30,0001141391-19-000076,https://www.sec.gov/Archives/edgar/data/1141391/000114139119000076/0001141391-19-000076.txt
GE,0000040545,10-Q,2019-04-30,0000040545-19-000024,https://www.sec.gov/Archives/edgar/data/40545/000004054519000024/0000040545-19-000024.txt
TSLA,0001318605,10-Q,2019-04-29,0001564590-19-013462,https://www.sec.gov/Archives/edgar/data/1318605/000156459019013462/0001564590-19-013462.txt
AMZN,0001018724,10-Q,2019-04-26,0001018724-19-000043,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000043/0001018724-19-000043.txt
V,0001403161,10-Q,2019-04-26,0001403161-19-000017,https://www.sec.gov/Archives/edgar/data/1403161/000140316119000017/0001403161-19-000017.txt
TMUS,0001283699,10-Q,2019-04-25,0001283699-19-000077,https://www.sec.gov/Archives/edgar/data/1283699/000128369919000077/0001283699-19-000077.txt
KO,0000021344,10-Q,2019-04-25,0000021344-19-000028,https://www.sec.gov/Archives/edgar/data/21344/000002134419000028/0000021344-19-000028.txt
PM,0001413329,10-Q,2019-04-25,0001413329-19-000034,https://www.sec.gov/Archives/edgar/data/1413329/000141332919000034/0001413329-19-000034.txt
AXP,0000004962,10-Q,2019-04-23,0000004962-19-000031,https://www.sec.gov/Archives/edgar/data/4962/000000496219000031/0000004962-19-000031.txt
ORCL,0001341439,10-Q,2019-03-18,0001564590-19-008273,https://www.sec.gov/Archives/edgar/data/1341439/000156459019008273/0001564590-19-008273.txt
AVGO,0001730168,10-Q,2019-03-15,0001730168-19-000036,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000036/0001730168-19-000036.txt
COST,0000909832,10-Q,2019-03-13,0000909832-19-000003,https://www.sec.gov/Archives/edgar/data/909832/000090983219000003/0000909832-19-000003.txt
CSCO,0000858877,10-Q,2019-02-19,0000858877-19-000003,https://www.sec.gov/Archives/edgar/data/858877/000085887719000003/0000858877-19-000003.txt
V,0001403161,10-Q,2019-01-31,0001403161-19-000005,https://www.sec.gov/Archives/edgar/data/1403161/000140316119000005/0001403161-19-000005.txt
AAPL,0000320193,10-Q,2019-01-30,0000320193-19-000010,https://www.sec.gov/Archives/edgar/data/320193/000032019319000010/0000320193-19-000010.txt
COST,0000909832,10-Q,2018-12-20,0000909832-18-000022,https://www.sec.gov/Archives/edgar/data/909832/000090983218000022/0000909832-18-000022.txt
ORCL,0001341439,10-Q,2018-12-19,0001564590-18-031113,https://www.sec.gov/Archives/edgar/data/1341439/000156459018031113/0001564590-18-031113.txt
HD,0000354950,10-Q,2018-11-20,0000354950-18-000065,https://www.sec.gov/Archives/edgar/data/354950/000035495018000065/0000354950-18-000065.txt
CVX,0000093410,10-Q,2018-11-08,0000093410-18-000035,https://www.sec.gov/Archives/edgar/data/93410/000009341018000035/0000093410-18-000035.txt
ABBV,0001551152,10-Q,2018-11-07,0001551152-18-000042,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000042/0001551152-18-000042.txt
BRK-B,0001067983,10-Q,2018-11-05,0001193125-18-317734,https://www.sec.gov/Archives/edgar/data/1067983/000119312518317734/0001193125-18-317734.txt
TSLA,0001318605,10-Q,2018-11-02,0001564590-18-026353,https://www.sec.gov/Archives/edgar/data/1318605/000156459018026353/0001564590-18-026353.txt
JNJ,0000200406,10-Q,2018-10-31,0000200406-18-000055,https://www.sec.gov/Archives/edgar/data/200406/000020040618000055/0000200406-18-000055.txt
AMD,0000002488,10-Q,2018-10-31,0000002488-18-000189,https://www.sec.gov/Archives/edgar/data/2488/000000248818000189/0000002488-18-000189.txt
ABT,0000001800,10-Q,2018-10-31,0001104659-18-065076,https://www.sec.gov/Archives/edgar/data/1800/000110465918065076/0001104659-18-065076.txt
MA,0001141391,10-Q,2018-10-30,0001141391-18-000127,https://www.sec.gov/Archives/edgar/data/1141391/000114139118000127/0001141391-18-000127.txt
GE,0000040545,10-Q,2018-10-30,0000040545-18-000081,https://www.sec.gov/Archives/edgar/data/40545/000004054518000081/0000040545-18-000081.txt
KO,0000021344,10-Q,2018-10-30,0000021344-18-000042,https://www.sec.gov/Archives/edgar/data/21344/000002134418000042/0000021344-18-000042.txt
PM,0001413329,10-Q,2018-10-25,0001413329-18-000053,https://www.sec.gov/Archives/edgar/data/1413329/000141332918000053/0001413329-18-000053.txt
AXP,0000004962,10-Q,2018-10-23,0000004962-18-000121,https://www.sec.gov/Archives/edgar/data/4962/000000496218000121/0000004962-18-000121.txt
ORCL,0001341439,10-Q,2018-09-19,0001564590-18-023315,https://www.sec.gov/Archives/edgar/data/1341439/000156459018023315/0001564590-18-023315.txt
AVGO,0001730168,10-Q,2018-09-13,0001730168-18-000039,https://www.sec.gov/Archives/edgar/data/1730168/000173016818000039/0001730168-18-000039.txt
HD,0000354950,10-Q,2018-08-21,0000354950-18-000051,https://www.sec.gov/Archives/edgar/data/354950/000035495018000051/0000354950-18-000051.txt
ABBV,0001551152,10-Q,2018-08-07,0001551152-18-000032,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000032/0001551152-18-000032.txt
BRK-B,0001067983,10-Q,2018-08-06,0001193125-18-238892,https://www.sec.gov/Archives/edgar/data/1067983/000119312518238892/0001193125-18-238892.txt
TSLA,0001318605,10-Q,2018-08-06,0001564590-18-019254,https://www.sec.gov/Archives/edgar/data/1318605/000156459018019254/0001564590-18-019254.txt
JNJ,0000200406,10-Q,2018-08-02,0000200406-18-000041,https://www.sec.gov/Archives/edgar/data/200406/000020040618000041/0000200406-18-000041.txt
CVX,0000093410,10-Q,2018-08-02,0000093410-18-000029,https://www.sec.gov/Archives/edgar/data/93410/000009341018000029/0000093410-18-000029.txt
AMD,0000002488,10-Q,2018-08-02,0000002488-18-000128,https://www.sec.gov/Archives/edgar/data/2488/000000248818000128/0000002488-18-000128.txt
AAPL,0000320193,10-Q,2018-08-01,0000320193-18-000100,https://www.sec.gov/Archives/edgar/data/320193/000032019318000100/0000320193-18-000100.txt
ABT,0000001800,10-Q,2018-08-01,0001104659-18-048736,https://www.sec.gov/Archives/edgar/data/1800/000110465918048736/0001104659-18-048736.txt
V,0001403161,10-Q,2018-07-27,0001403161-18-000034,https://www.sec.gov/Archives/edgar/data/1403161/000140316118000034/0001403161-18-000034.txt
GE,0000040545,10-Q,2018-07-27,0000040545-18-000061,https://www.sec.gov/Archives/edgar/data/40545/000004054518000061/0000040545-18-000061.txt
MA,0001141391,10-Q,2018-07-26,0001141391-18-000111,https://www.sec.gov/Archives/edgar/data/1141391/000114139118000111/0001141391-18-000111.txt
KO,0000021344,10-Q,2018-07-26,0000021344-18-000032,https://www.sec.gov/Archives/edgar/data/21344/000002134418000032/0000021344-18-000032.txt
PM,0001413329,10-Q,2018-07-26,0001413329-18-000039,https://www.sec.gov/Archives/edgar/data/1413329/000141332918000039/0001413329-18-000039.txt
AVGO,0001730168,10-Q,2018-06-14,0001730168-18-000019,https://www.sec.gov/Archives/edgar/data/1730168/000173016818000019/0001730168-18-000019.txt
COST,0000909832,10-Q,2018-06-07,0000909832-18-000008,https://www.sec.gov/Archives/edgar/data/909832/000090983218000008/0000909832-18-000008.txt
HD,0000354950,10-Q,2018-05-22,0000354950-18-000034,https://www.sec.gov/Archives/edgar/data/354950/000035495018000034/0000354950-18-000034.txt
BRK-B,0001067983,10-Q,2018-05-07,0001193125-18-153460,https://www.sec.gov/Archives/edgar/data/1067983/000119312518153460/0001193125-18-153460.txt
TSLA,0001318605,10-Q,2018-05-07,0001564590-18-011086,https://www.sec.gov/Archives/edgar/data/1318605/000156459018011086/0001564590-18-011086.txt
ABBV,0001551152,10-Q,2018-05-04,0001551152-18-000025,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000025/0001551152-18-000025.txt
CVX,0000093410,10-Q,2018-05-03,0000093410-18-000016,https://www.sec.gov/Archives/edgar/data/93410/000009341018000016/0000093410-18-000016.txt
AMD,0000002488,10-Q,2018-05-03,0000002488-18-000068,https://www.sec.gov/Archives/edgar/data/2488/000000248818000068/0000002488-18-000068.txt
AAPL,0000320193,10-Q,2018-05-02,0000320193-18-000070,https://www.sec.gov/Archives/edgar/data/320193/000032019318000070/0000320193-18-000070.txt
MA,0001141391,10-Q,2018-05-02,0001141391-18-000056,https://www.sec.gov/Archives/edgar/data/1141391/000114139118000056/0001141391-18-000056.txt
ABT,0000001800,10-Q,2018-05-02,0001104659-18-029831,https://www.sec.gov/Archives/edgar/data/1800/000110465918029831/0001104659-18-029831.txt
JNJ,0000200406,10-Q,2018-05-01,0000200406-18-000019,https://www.sec.gov/Archives/edgar/data/200406/000020040618000019/0000200406-18-000019.txt
KO,0000021344,10-Q,2018-05-01,0000021344-18-000023,https://www.sec.gov/Archives/edgar/data/21344/000002134418000023/0000021344-18-000023.txt
V,0001403161,10-Q,2018-04-27,0001403161-18-000020,https://www.sec.gov/Archives/edgar/data/1403161/000140316118000020/0001403161-18-000020.txt
PM,0001413329,10-Q,2018-04-26,0001413329-18-000023,https://www.sec.gov/Archives/edgar/data/1413329/000141332918000023/0001413329-18-000023.txt
ORCL,0001341439,10-Q,2018-03-21,0001193125-18-090646,https://www.sec.gov/Archives/edgar/data/1341439/000119312518090646/0001193125-18-090646.txt
COST,0000909832,10-Q,2018-03-15,0000909832-18-000002,https://www.sec.gov/Archives/edgar/data/909832/000090983218000002/0000909832-18-000002.txt
AAPL,0000320193,10-Q,2018-02-02,0000320193-18-000007,https://www.sec.gov/Archives/edgar/data/320193/000032019318000007/0000320193-18-000007.txt
V,0001403161,10-Q,2018-02-01,0001403161-18-000009,https://www.sec.gov/Archives/edgar/data/1403161/000140316118000009/0001403161-18-000009.txt
COST,0000909832,10-Q,2017-12-21,0000909832-17-000022,https://www.sec.gov/Archives/edgar/data/909832/000090983217000022/0000909832-17-000022.txt
ORCL,0001341439,10-Q,2017-12-18,0001193125-17-372232,https://www.sec.gov/Archives/edgar/data/1341439/000119312517372232/0001193125-17-372232.txt
HD,0000354950,10-Q,2017-11-21,0000354950-17-000046,https://www.sec.gov/Archives/edgar/data/354950/000035495017000046/0000354950-17-000046.txt
ABBV,0001551152,10-Q,2017-11-07,0001551152-17-000035,https://www.sec.gov/Archives/edgar/data/1551152/000155115217000035/0001551152-17-000035.txt
BRK-B,0001067983,10-Q,2017-11-03,0001193125-17-332829,https://www.sec.gov/Archives/edgar/data/1067983/000119312517332829/0001193125-17-332829.txt
TSLA,0001318605,10-Q,2017-11-03,0001564590-17-021343,https://www.sec.gov/Archives/edgar/data/1318605/000156459017021343/0001564590-17-021343.txt
JNJ,0000200406,10-Q,2017-11-02,0000200406-17-000052,https://www.sec.gov/Archives/edgar/data/200406/000020040617000052/0000200406-17-000052.txt
CVX,0000093410,10-Q,2017-11-02,0000093410-17-000046,https://www.sec.gov/Archives/edgar/data/93410/000009341017000046/0000093410-17-000046.txt
AMD,0000002488,10-Q,2017-11-02,0000002488-17-000227,https://www.sec.gov/Archives/edgar/data/2488/000000248817000227/0000002488-17-000227.txt
MA,0001141391,10-Q,2017-10-31,0001141391-17-000152,https://www.sec.gov/Archives/edgar/data/1141391/000114139117000152/0001141391-17-000152.txt
KO,0000021344,10-Q,2017-10-26,0000021344-17-000032,https://www.sec.gov/Archives/edgar/data/21344/000002134417000032/0000021344-17-000032.txt
PM,0001413329,10-Q,2017-10-26,0001413329-17-000054,https://www.sec.gov/Archives/edgar/data/1413329/000141332917000054/0001413329-17-000054.txt
ORCL,0001341439,10-Q,2017-09-18,0001193125-17-287455,https://www.sec.gov/Archives/edgar/data/1341439/000119312517287455/0001193125-17-287455.txt
HD,0000354950,10-Q,2017-08-22,0000354950-17-000032,https://www.sec.gov/Archives/edgar/data/354950/000035495017000032/0000354950-17-000032.txt
ABBV,0001551152,10-Q,2017-08-07,0001551152-17-000025,https://www.sec.gov/Archives/edgar/data/1551152/000155115217000025/0001551152-17-000025.txt
BRK-B,0001067983,10-Q,2017-08-04,0001193125-17-248832,https://www.sec.gov/Archives/edgar/data/1067983/000119312517248832/0001193125-17-248832.txt
JNJ,0000200406,10-Q,2017-08-03,0000200406-17-000042,https://www.sec.gov/Archives/edgar/data/200406/000020040617000042/0000200406-17-000042.txt
CVX,0000093410,10-Q,2017-08-03,0000093410-17-000033,https://www.sec.gov/Archives/edgar/data/93410/000009341017000033/0000093410-17-000033.txt
AMD,0000002488,10-Q,2017-08-03,0000002488-17-000156,https://www.sec.gov/Archives/edgar/data/2488/000000248817000156/0000002488-17-000156.txt
AAPL,0000320193,10-Q,2017-08-02,0000320193-17-000009,https://www.sec.gov/Archives/edgar/data/320193/000032019317000009/0000320193-17-000009.txt
KO,0000021344,10-Q,2017-07-27,0000021344-17-000026,https://www.sec.gov/Archives/edgar/data/21344/000002134417000026/0000021344-17-000026.txt
PM,0001413329,10-Q,2017-07-27,0001413329-17-000043,https://www.sec.gov/Archives/edgar/data/1413329/000141332917000043/0001413329-17-000043.txt
V,0001403161,10-Q,2017-07-20,0001403161-17-000037,https://www.sec.gov/Archives/edgar/data/1403161/000140316117000037/0001403161-17-000037.txt
COST,0000909832,10-Q,2017-06-01,0000909832-17-000009,https://www.sec.gov/Archives/edgar/data/909832/000090983217000009/0000909832-17-000009.txt
HD,0000354950,10-Q,2017-05-23,0000354950-17-000014,https://www.sec.gov/Archives/edgar/data/354950/000035495017000014/0000354950-17-000014.txt
JNJ,0000200406,10-Q,2017-05-08,0000200406-17-000024,https://www.sec.gov/Archives/edgar/data/200406/000020040617000024/0000200406-17-000024.txt
AMD,0000002488,10-Q,2017-05-08,0000002488-17-000107,https://www.sec.gov/Archives/edgar/data/2488/000000248817000107/0000002488-17-000107.txt
BRK-B,0001067983,10-Q,2017-05-05,0001193125-17-160889,https://www.sec.gov/Archives/edgar/data/1067983/000119312517160889/0001193125-17-160889.txt
ABBV,0001551152,10-Q,2017-05-05,0001551152-17-000016,https://www.sec.gov/Archives/edgar/data/1551152/000155115217000016/0001551152-17-000016.txt
AAPL,0000320193,10-Q,2017-05-03,0001628280-17-004790,https://www.sec.gov/Archives/edgar/data/320193/000162828017004790/0001628280-17-004790.txt
KO,0000021344,10-Q,2017-04-27,0000021344-17-000019,https://www.sec.gov/Archives/edgar/data/21344/000002134417000019/0000021344-17-000019.txt
PM,0001413329,10-Q,2017-04-27,0001413329-17-000023,https://www.sec.gov/Archives/edgar/data/1413329/000141332917000023/0001413329-17-000023.txt
V,0001403161,10-Q,2017-04-21,0001403161-17-000028,https://www.sec.gov/Archives/edgar/data/1403161/000140316117000028/0001403161-17-000028.txt
ORCL,0001341439,10-Q,2017-03-17,0001193125-17-087309,https://www.sec.gov/Archives/edgar/data/1341439/000119312517087309/0001193125-17-087309.txt
COST,0000909832,10-Q,2017-03-09,0000909832-17-000004,https://www.sec.gov/Archives/edgar/data/909832/000090983217000004/0000909832-17-000004.txt
V,0001403161,10-Q,2017-02-02,0001403161-17-000011,https://www.sec.gov/Archives/edgar/data/1403161/000140316117000011/0001403161-17-000011.txt
AAPL,0000320193,10-Q,2017-02-01,0001628280-17-000717,https://www.sec.gov/Archives/edgar/data/320193/000162828017000717/0001628280-17-000717.txt
ORCL,0001341439,10-Q,2016-12-19,0001193125-16-797253,https://www.sec.gov/Archives/edgar/data/1341439/000119312516797253/0001193125-16-797253.txt
COST,0000909832,10-Q,2016-12-16,0000909832-16-000040,https://www.sec.gov/Archives/edgar/data/909832/000090983216000040/0000909832-16-000040.txt
ABBV,0001551152,10-Q,2016-11-07,0001551152-16-000005,https://www.sec.gov/Archives/edgar/data/1551152/000155115216000005/0001551152-16-000005.txt
BRK-B,0001067983,10-Q,2016-11-04,0001193125-16-760194,https://www.sec.gov/Archives/edgar/data/1067983/000119312516760194/0001193125-16-760194.txt
AMD,0000002488,10-Q,2016-10-26,0000002488-16-000263,https://www.sec.gov/Archives/edgar/data/2488/000000248816000263/0000002488-16-000263.txt
ORCL,0001341439,10-Q,2016-09-19,0001193125-16-713596,https://www.sec.gov/Archives/edgar/data/1341439/000119312516713596/0001193125-16-713596.txt
BRK-B,0001067983,10-Q,2016-08-05,0001193125-16-673492,https://www.sec.gov/Archives/edgar/data/1067983/000119312516673492/0001193125-16-673492.txt
ABBV,0001551152,10-Q,2016-08-05,0001104659-16-137453,https://www.sec.gov/Archives/edgar/data/1551152/000110465916137453/0001104659-16-137453.txt
AAPL,0000320193,10-Q,2016-07-27,0001628280-16-017809,https://www.sec.gov/Archives/edgar/data/320193/000162828016017809/0001628280-16-017809.txt
V,0001403161,10-Q,2016-07-25,0001403161-16-000039,https://www.sec.gov/Archives/edgar/data/1403161/000140316116000039/0001403161-16-000039.txt
